City	State	Country
Talatona	Luanda	Angola
Tchitato	Lunda-Norte	Angola
Cuango	Lunda-Norte	Angola
Dundo	Lunda-Norte	Angola
Lucapa	Lunda-Norte	Angola
Calandala	Lunda-Norte	Angola
Xa Muteba	Lunda-Norte	Angola
Capenda Camulemba	Lunda-Norte	Angola
Caungula	Lunda-Norte	Angola
Cuilo	Lunda-Norte	Angola
Lubalo	Lunda-Norte	Angola
Lovua	Lunda-Norte	Angola
Saurimo	Lunda-Sul	Angola
Muconda	Lunda-Sul	Angola
Cacolo	Lunda-Sul	Angola
Dala	Lunda-Sul	Angola
Alto-Cuilo	Lunda-Sul	Angola
Malanje	Malanje	Angola
Cambundi Catembo	Malanje	Angola
Luquembo	Malanje	Angola
Cacuso	Malanje	Angola
Mucari	Malanje	Angola
Marimba	Malanje	Angola
Samba Cango	Malanje	Angola
Caombo	Malanje	Angola
Quirima	Malanje	Angola
Quela	Malanje	Angola
Cangandala	Malanje	Angola
Cunda dia Baze	Malanje	Angola
Luena	Moxico	Angola
Luau	Moxico	Angola
Luacano	Moxico	Angola
Bala Cangamba	Moxico	Angola
Cazombo	Moxico	Angola
Mocamedes	Namibe	Angola
PortoAlexandre	Namibe	Angola
Virei	Namibe	Angola
Bibala	Namibe	Angola
Uige	Uíge	Angola
Maquela do Zombo	Uíge	Angola
Negage	Uíge	Angola
Quimbele	Uíge	Angola
Sanza Pombo	Uíge	Angola
Damba	Uíge	Angola
Nova Esperanca	Uíge	Angola
Cangola	Uíge	Angola
Mucaba	Uíge	Angola
Puri	Uíge	Angola
Quilevo	Uíge	Angola
Bembe	Uíge	Angola
Ambiula	Uíge	Angola
Songo	Uíge	Angola
Soio	Zaire	Angola
Mbanza Kongo	Zaire	Angola
Cuimba	Zaire	Angola
Tomboco	Zaire	Angola
Noqui	Zaire	Angola
Quimavango	Zaire	Angola
Nzeto	Zaire	Angola
The Valley		Anguilla
Saint John's	Saint John	Antigua and Barbuda
La Plata	Buenos Aires	Argentina
Mar del Plata	Buenos Aires	Argentina
Lanus	Buenos Aires	Argentina
Bahia Blanca	Buenos Aires	Argentina
Quilmes	Buenos Aires	Argentina
Merlo	Buenos Aires	Argentina
Gonzalez Catan	Buenos Aires	Argentina
Banfield	Buenos Aires	Argentina
Jose C. Paz	Buenos Aires	Argentina
Isidro Casanova	Buenos Aires	Argentina
Berazategui	Buenos Aires	Argentina
Hurlingham	Buenos Aires	Argentina
San Fernando	Buenos Aires	Argentina
Jose Maria Ezeiza	Buenos Aires	Argentina
San Nicolas de los Arroyos	Buenos Aires	Argentina
San Miguel	Buenos Aires	Argentina
Rafael Castillo	Buenos Aires	Argentina
Florencio Varela	Buenos Aires	Argentina
San Justo	Buenos Aires	Argentina
Ituzaingo	Buenos Aires	Argentina
Temperley	Buenos Aires	Argentina
Ramos Mejia	Buenos Aires	Argentina
Lomas de Zamora	Buenos Aires	Argentina
Bernal	Buenos Aires	Argentina
Esteban Echeverria	Buenos Aires	Argentina
Zarate	Buenos Aires	Argentina
Castelar	Buenos Aires	Argentina
Lujan	Buenos Aires	Argentina
Pergamino	Buenos Aires	Argentina
Libertad	Buenos Aires	Argentina
Moron	Buenos Aires	Argentina
Burzaco	Buenos Aires	Argentina
Caseros	Buenos Aires	Argentina
Villa Luzuriaga	Buenos Aires	Argentina
Ciudad General Belgrano	Buenos Aires	Argentina
San Francisco Solano	Buenos Aires	Argentina
Necochea	Buenos Aires	Argentina
Olavarria	Buenos Aires	Argentina
Berisso	Buenos Aires	Argentina
Campana	Buenos Aires	Argentina
Junin	Buenos Aires	Argentina
General Rodriguez	Buenos Aires	Argentina
Grand Bourg	Buenos Aires	Argentina
Monte Chingolo	Buenos Aires	Argentina
Remedios de Escalada	Buenos Aires	Argentina
Pilar	Buenos Aires	Argentina
Ezpeleta	Buenos Aires	Argentina
San Pedro	Buenos Aires	Argentina
Ciudadela	Buenos Aires	Argentina
Bella Vista	Buenos Aires	Argentina
Lomas del Mirador	Buenos Aires	Argentina
Wilde	Buenos Aires	Argentina
Martinez	Buenos Aires	Argentina
Don Torcuato	Buenos Aires	Argentina
Tigre	Buenos Aires	Argentina
Gerli	Buenos Aires	Argentina
Ensenada Berisso	Buenos Aires	Argentina
Mercedes	Buenos Aires	Argentina
Tres Arroyos	Buenos Aires	Argentina
Villa Dominico	Buenos Aires	Argentina
Los Polvorines	Buenos Aires	Argentina
Sarandi	Buenos Aires	Argentina
Garin	Buenos Aires	Argentina
El Palomar	Buenos Aires	Argentina
Beccar	Buenos Aires	Argentina
Punta Alta	Buenos Aires	Argentina
Chivilcoy	Buenos Aires	Argentina
Glew	Buenos Aires	Argentina
Rafael Calzada	Buenos Aires	Argentina
Azul	Buenos Aires	Argentina
Belen de Escobar	Buenos Aires	Argentina
Ensenada	Buenos Aires	Argentina
Mariano Acosta	Buenos Aires	Argentina
Guernica	Buenos Aires	Argentina
El Talar de Pacheco	Buenos Aires	Argentina
Florida	Buenos Aires	Argentina
La Reja	Buenos Aires	Argentina
Longchamps	Buenos Aires	Argentina
Trenque Lauquen	Buenos Aires	Argentina
Pinamar	Buenos Aires	Argentina
Balcarce	Buenos Aires	Argentina
San Vicente	Buenos Aires	Argentina
San Isidro	Buenos Aires	Argentina
General Pacheco	Buenos Aires	Argentina
Dock Sur	Buenos Aires	Argentina
Coronel Suarez	Buenos Aires	Argentina
Tolosa	Buenos Aires	Argentina
Llavallol	Buenos Aires	Argentina
Tortuguitas	Buenos Aires	Argentina
Claypole	Buenos Aires	Argentina
Villa Alsina	Buenos Aires	Argentina
Jose Marmol	Buenos Aires	Argentina
Virreyes	Buenos Aires	Argentina
Marcos Paz	Buenos Aires	Argentina
Ingeniero Pablo Nogues	Buenos Aires	Argentina
Chacabuco	Buenos Aires	Argentina
San Antonio de Padua	Buenos Aires	Argentina
Haedo	Buenos Aires	Argentina
Nueve de Julio	Buenos Aires	Argentina
Munro	Buenos Aires	Argentina
Veinticinco de Mayo	Buenos Aires	Argentina
Villa Adelina	Buenos Aires	Argentina
Villa Ballester	Buenos Aires	Argentina
General Villegas	Buenos Aires	Argentina
Chascomus	Buenos Aires	Argentina
Bragado	Buenos Aires	Argentina
City Bell	Buenos Aires	Argentina
Arrecifes	Buenos Aires	Argentina
Canuelas	Buenos Aires	Argentina
Avellaneda	Buenos Aires	Argentina
Pehuajo	Buenos Aires	Argentina
Lobos	Buenos Aires	Argentina
Miramar	Buenos Aires	Argentina
Brandsen	Buenos Aires	Argentina
Villa Gesell	Buenos Aires	Argentina
Baradero	Buenos Aires	Argentina
General San Martin	Buenos Aires	Argentina
Adrogue	Buenos Aires	Argentina
Lincoln	Buenos Aires	Argentina
San Antonio de Areco	Buenos Aires	Argentina
Las Flores	Buenos Aires	Argentina
San Andres de Giles	Buenos Aires	Argentina
Muniz	Buenos Aires	Argentina
Dolores	Buenos Aires	Argentina
Mar de Ajo	Buenos Aires	Argentina
Vicente Lopez	Buenos Aires	Argentina
Tapiales	Buenos Aires	Argentina
Colon	Buenos Aires	Argentina
Manuel B. Gonnet	Buenos Aires	Argentina
General Viamonte	Buenos Aires	Argentina
Melchor Romero	Buenos Aires	Argentina
Alejandro Korn	Buenos Aires	Argentina
Carlos Casares	Buenos Aires	Argentina
Don Bosco	Buenos Aires	Argentina
General Belgrano	Buenos Aires	Argentina
Carmen de Patagones	Buenos Aires	Argentina
Matheu	Buenos Aires	Argentina
Saavedra	Buenos Aires	Argentina
Villa Elisa	Buenos Aires	Argentina
Billinghurst	Buenos Aires	Argentina
Martin Coronado	Buenos Aires	Argentina
Carlos Spegazzini	Buenos Aires	Argentina
Aldo Bonzi	Buenos Aires	Argentina
General Juan Madariaga	Buenos Aires	Argentina
General Las Heras	Buenos Aires	Argentina
Villa Sarmiento	Buenos Aires	Argentina
Ayacucho	Buenos Aires	Argentina
Daireaux	Buenos Aires	Argentina
Puan	Buenos Aires	Argentina
General Arenales	Buenos Aires	Argentina
Carhue	Buenos Aires	Argentina
Capitan Sarmiento	Buenos Aires	Argentina
La Lucila	Buenos Aires	Argentina
Rauch	Buenos Aires	Argentina
Benito Juarez	Buenos Aires	Argentina
Pigue	Buenos Aires	Argentina
Adolfo Gonzales Chaves	Buenos Aires	Argentina
Acasusso	Buenos Aires	Argentina
Ingeniero Maschwitz	Buenos Aires	Argentina
Loberia	Buenos Aires	Argentina
Carmen de Areco	Buenos Aires	Argentina
Tornquist	Buenos Aires	Argentina
Navarro	Buenos Aires	Argentina
Coronel Dorrego	Buenos Aires	Argentina
Ramallo	Buenos Aires	Argentina
Roque Perez	Buenos Aires	Argentina
Ingeniero White	Buenos Aires	Argentina
Ranchos	Buenos Aires	Argentina
Batan	Buenos Aires	Argentina
General Alvear	Buenos Aires	Argentina
Henderson	Buenos Aires	Argentina
Pedro Luro	Buenos Aires	Argentina
Punta Indio	Buenos Aires	Argentina
Magdalena	Buenos Aires	Argentina
Capilla del Senor	Buenos Aires	Argentina
Maipu	Buenos Aires	Argentina
Balneario Monte Hermoso	Buenos Aires	Argentina
Darregueira	Buenos Aires	Argentina
Villalonga	Buenos Aires	Argentina
Tandil	Buenos Aires	Argentina
Buenos Aires	Buenos Aires, Ciudad Autónoma de	Argentina
Villa Celina	Buenos Aires, Ciudad Autónoma de	Argentina
Catamarca	Catamarca	Argentina
Santa Maria	Catamarca	Argentina
Andalgala	Catamarca	Argentina
Belen	Catamarca	Argentina
Recreo	Catamarca	Argentina
Tinogasta	Catamarca	Argentina
Chumbicha	Catamarca	Argentina
Resistencia	Chaco	Argentina
Presidencia Roque Saenz Pena	Chaco	Argentina
Barranqueras	Chaco	Argentina
Villa Angela	Chaco	Argentina
Quitilipi	Chaco	Argentina
Fontana	Chaco	Argentina
General Jose de San Martin	Chaco	Argentina
Castelli	Chaco	Argentina
Charata	Chaco	Argentina
Tres Isletas	Chaco	Argentina
Las Brenas	Chaco	Argentina
Machagai	Chaco	Argentina
General Pinedo	Chaco	Argentina
Presidencia de la Plaza	Chaco	Argentina
Villa Berthet	Chaco	Argentina
San Bernardo	Chaco	Argentina
Campo Largo	Chaco	Argentina
Corzuela	Chaco	Argentina
La Leonesa	Chaco	Argentina
Puerto Tirol	Chaco	Argentina
Santa Sylvina	Chaco	Argentina
Coronel Du Graty	Chaco	Argentina
Pampa del Infierno	Chaco	Argentina
Comodoro Rivadavia	Chubut	Argentina
Puerto Madryn	Chubut	Argentina
Trelew	Chubut	Argentina
Esquel	Chubut	Argentina
Rawson	Chubut	Argentina
Sarmiento	Chubut	Argentina
Rada Tilly	Chubut	Argentina
El Maiten	Chubut	Argentina
Rio Mayo	Chubut	Argentina
Alto Rio Senguer	Chubut	Argentina
Gastre	Chubut	Argentina
Telsen	Chubut	Argentina
Cordoba	Córdoba	Argentina
Rio Cuarto	Córdoba	Argentina
Villa Maria	Córdoba	Argentina
Villa Carlos Paz	Córdoba	Argentina
San Francisco	Córdoba	Argentina
Alta Gracia	Córdoba	Argentina
Cosquin	Córdoba	Argentina
Rio Tercero	Córdoba	Argentina
La Calera	Córdoba	Argentina
Bell Ville	Córdoba	Argentina
Jesus Maria	Córdoba	Argentina
Cruz del Eje	Córdoba	Argentina
Villa Dolores	Córdoba	Argentina
Marcos Juarez	Córdoba	Argentina
Dean Funes	Córdoba	Argentina
Laboulaye	Córdoba	Argentina
Rio Segundo	Córdoba	Argentina
Arroyito	Córdoba	Argentina
Santa Rosa de Calamuchita	Córdoba	Argentina
Villa Nueva	Córdoba	Argentina
Unquillo	Córdoba	Argentina
Monte Cristo	Córdoba	Argentina
General Deheza	Córdoba	Argentina
Morteros	Córdoba	Argentina
La Falda	Córdoba	Argentina
Villa del Rosario	Córdoba	Argentina
Pilar	Córdoba	Argentina
General Cabrera	Córdoba	Argentina
Oncativo	Córdoba	Argentina
La Carlota	Córdoba	Argentina
Malvinas Argentinas	Córdoba	Argentina
Oliva	Córdoba	Argentina
Villa General Belgrano	Córdoba	Argentina
Hernando	Córdoba	Argentina
Capilla del Monte	Córdoba	Argentina
Santa Rosa de Rio Primero	Córdoba	Argentina
Frontera	Córdoba	Argentina
Corral de Bustos	Córdoba	Argentina
Leones	Córdoba	Argentina
Brinkmann	Córdoba	Argentina
Embalse	Córdoba	Argentina
Santa Maria	Córdoba	Argentina
Huinca Renanco	Córdoba	Argentina
Villa Rumipal	Córdoba	Argentina
Corrientes	Corrientes	Argentina
Goya	Corrientes	Argentina
San Lorenzo	Corrientes	Argentina
Paso de los Libres	Corrientes	Argentina
Curuzu Cuatia	Corrientes	Argentina
Mercedes	Corrientes	Argentina
Gobernador Virasora	Corrientes	Argentina
Bella Vista	Corrientes	Argentina
Monte Caseros	Corrientes	Argentina
Santo Tome	Corrientes	Argentina
Ituzaingo	Corrientes	Argentina
Saladas	Corrientes	Argentina
San Luis del Palmar	Corrientes	Argentina
Santa Lucia	Corrientes	Argentina
San Roque	Corrientes	Argentina
Empedrado	Corrientes	Argentina
Sauce	Corrientes	Argentina
Mburucuya	Corrientes	Argentina
La Cruz	Corrientes	Argentina
Parana	Entre Ríos	Argentina
Concordia	Entre Ríos	Argentina
Gualeguaychu	Entre Ríos	Argentina
Concepcion del Uruguay	Entre Ríos	Argentina
La Paz	Entre Ríos	Argentina
Villaguay	Entre Ríos	Argentina
Chajari	Entre Ríos	Argentina
Gualeguay	Entre Ríos	Argentina
Victoria	Entre Ríos	Argentina
Colon	Entre Ríos	Argentina
Nogoya	Entre Ríos	Argentina
Santa Elena	Entre Ríos	Argentina
Crespo	Entre Ríos	Argentina
Diamante	Entre Ríos	Argentina
Federacion	Entre Ríos	Argentina
Villa San Jose	Entre Ríos	Argentina
Federal	Entre Ríos	Argentina
Villa Paranacito	Entre Ríos	Argentina
Rosario del Tala	Entre Ríos	Argentina
San Salvador	Entre Ríos	Argentina
Ibicuy	Entre Ríos	Argentina
San Jose de Feliciano	Entre Ríos	Argentina
Villa Elisa	Entre Ríos	Argentina
Basavilbaso	Entre Ríos	Argentina
Urdinarrain	Entre Ríos	Argentina
Viale	Entre Ríos	Argentina
Formosa	Formosa	Argentina
Pirane	Formosa	Argentina
Clorinda	Formosa	Argentina
Las Lomitas	Formosa	Argentina
Ingeniero Guillermo N. Juarez	Formosa	Argentina
Comandante Fontana	Formosa	Argentina
San Salvador de Jujuy	Jujuy	Argentina
San Pedro	Jujuy	Argentina
Palpala	Jujuy	Argentina
Perico	Jujuy	Argentina
Libertador General San Martin	Jujuy	Argentina
La Quiaca	Jujuy	Argentina
Humahuaca	Jujuy	Argentina
Abra Pampa	Jujuy	Argentina
Monte Rico	Jujuy	Argentina
Susques	Jujuy	Argentina
Rinconada	Jujuy	Argentina
Santa Rosa	La Pampa	Argentina
General Pico	La Pampa	Argentina
General Acha	La Pampa	Argentina
Rio Colorado	La Pampa	Argentina
Veinticinco de Mayo	La Pampa	Argentina
Victorica	La Pampa	Argentina
La Rioja	La Rioja	Argentina
Chilecito	La Rioja	Argentina
Chamical	La Rioja	Argentina
Villa Union	La Rioja	Argentina
Chepes	La Rioja	Argentina
San Rafael	Mendoza	Argentina
Godoy Cruz	Mendoza	Argentina
Las Heras	Mendoza	Argentina
Mendoza	Mendoza	Argentina
Maipu	Mendoza	Argentina
Rivadavia	Mendoza	Argentina
San Martin	Mendoza	Argentina
Lujan de Cuyo	Mendoza	Argentina
Tunuyan	Mendoza	Argentina
General Alvear	Mendoza	Argentina
Malargue	Mendoza	Argentina
Santa Rosa	Mendoza	Argentina
La Paz	Mendoza	Argentina
Uspallata	Mendoza	Argentina
Posadas	Misiones	Argentina
Puerto Iguazu	Misiones	Argentina
Obera	Misiones	Argentina
Eldorado	Misiones	Argentina
Apostoles	Misiones	Argentina
Aristobulo del Valle	Misiones	Argentina
Garupa	Misiones	Argentina
Jardin America	Misiones	Argentina
Leandro N. Alem	Misiones	Argentina
Candelaria	Misiones	Argentina
Puerto Rico	Misiones	Argentina
Wanda	Misiones	Argentina
Bernardo de Irigoyen	Misiones	Argentina
Neuquen	Neuquén	Argentina
Plottier	Neuquén	Argentina
Centenario	Neuquén	Argentina
Zapala	Neuquén	Argentina
Cutral-Co	Neuquén	Argentina
San Martin de los Andes	Neuquén	Argentina
Junin de los Andes	Neuquén	Argentina
Plaza Huincul	Neuquén	Argentina
Chos Malal	Neuquén	Argentina
Villa La Angostura	Neuquén	Argentina
Senillosa	Neuquén	Argentina
Las Lajas	Neuquén	Argentina
San Carlos de Bariloche	Río Negro	Argentina
Cipolletti	Río Negro	Argentina
Viedma	Río Negro	Argentina
Catriel	Río Negro	Argentina
Allen	Río Negro	Argentina
Villa Regina	Río Negro	Argentina
Cinco Saltos	Río Negro	Argentina
El Bolson	Río Negro	Argentina
San Antonio Oeste	Río Negro	Argentina
Choele Choel	Río Negro	Argentina
Ingeniero Jacobacci	Río Negro	Argentina
General Conesa	Río Negro	Argentina
Sierra Colorada	Río Negro	Argentina
Comallo	Río Negro	Argentina
General Roca	Río Negro	Argentina
Salta	Salta	Argentina
San Ramon de la Nueva Oran	Salta	Argentina
Tartagal	Salta	Argentina
General Martin Miguel de Guemes	Salta	Argentina
Pichanal	Salta	Argentina
Rosario de la Frontera	Salta	Argentina
Embarcacion	Salta	Argentina
Rosario de Lerma	Salta	Argentina
Joaquin V. Gonzalez	Salta	Argentina
Profesor Salvador Mazza	Salta	Argentina
Cerrillos	Salta	Argentina
General Enrique Mosconi	Salta	Argentina
Cafayate	Salta	Argentina
San Antonio de los Cobres	Salta	Argentina
Los Blancos	Salta	Argentina
San Juan	San Juan	Argentina
Villa Krause	San Juan	Argentina
Chimbas	San Juan	Argentina
Rivadavia	San Juan	Argentina
Caucete	San Juan	Argentina
San Martin	San Juan	Argentina
San Jose de Jachal	San Juan	Argentina
Villa Aberastain	San Juan	Argentina
Rodeo	San Juan	Argentina
San Luis	San Luis	Argentina
Villa Mercedes	San Luis	Argentina
Justo Daract	San Luis	Argentina
Rio Gallegos	Santa Cruz	Argentina
Caleta Olivia	Santa Cruz	Argentina
El Calafate	Santa Cruz	Argentina
Pico Truncado	Santa Cruz	Argentina
Las Heras	Santa Cruz	Argentina
Puerto Deseado	Santa Cruz	Argentina
Yacimiento Rio Turbio	Santa Cruz	Argentina
San Julian	Santa Cruz	Argentina
Comandante Luis Piedra Buena	Santa Cruz	Argentina
Veintiocho de Noviembre	Santa Cruz	Argentina
Perito Moreno	Santa Cruz	Argentina
Gobernador Gregores	Santa Cruz	Argentina
Rosario	Santa Fe	Argentina
Santa Fe	Santa Fe	Argentina
San Lorenzo	Santa Fe	Argentina
Rafaela	Santa Fe	Argentina
Venado Tuerto	Santa Fe	Argentina
Gobernador Galvez	Santa Fe	Argentina
Reconquista	Santa Fe	Argentina
Santo Tome	Santa Fe	Argentina
Villa Constitucion	Santa Fe	Argentina
San Justo	Santa Fe	Argentina
Esperanza	Santa Fe	Argentina
Funes	Santa Fe	Argentina
Granadero Baigorria	Santa Fe	Argentina
Casilda	Santa Fe	Argentina
Canada de Gomez	Santa Fe	Argentina
Capitan Bermudez	Santa Fe	Argentina
Perez	Santa Fe	Argentina
Firmat	Santa Fe	Argentina
Avellaneda	Santa Fe	Argentina
Arroyo Seco	Santa Fe	Argentina
Sunchales	Santa Fe	Argentina
Galvez	Santa Fe	Argentina
San Jorge	Santa Fe	Argentina
Vera	Santa Fe	Argentina
Villa Ocampo	Santa Fe	Argentina
Rufino	Santa Fe	Argentina
Coronda	Santa Fe	Argentina
Carcarana	Santa Fe	Argentina
Fray Luis A. Beltran	Santa Fe	Argentina
Tostado	Santa Fe	Argentina
Ceres	Santa Fe	Argentina
San Cristobal	Santa Fe	Argentina
Roldan	Santa Fe	Argentina
San Javier	Santa Fe	Argentina
Puerto San Martin	Santa Fe	Argentina
Las Rosas	Santa Fe	Argentina
Las Parejas	Santa Fe	Argentina
Laguna Paiva	Santa Fe	Argentina
Armstrong	Santa Fe	Argentina
El Trebol	Santa Fe	Argentina
San Carlos Centro	Santa Fe	Argentina
Alcorta	Santa Fe	Argentina
Villa Canas	Santa Fe	Argentina
Romang	Santa Fe	Argentina
Santiago del Estero	Santiago del Estero	Argentina
La Banda	Santiago del Estero	Argentina
Termas de Rio Hondo	Santiago del Estero	Argentina
Frias	Santiago del Estero	Argentina
Anatuya	Santiago del Estero	Argentina
Villa Ojo de Agua	Santiago del Estero	Argentina
Monte Quemado	Santiago del Estero	Argentina
Quimili	Santiago del Estero	Argentina
Ciudad de Loreto	Santiago del Estero	Argentina
Rio Grande	Tierra del Fuego, Antártida e Islas del Atlántico Sur	Argentina
Ushuaia	Tierra del Fuego, Antártida e Islas del Atlántico Sur	Argentina
Kaiken	Tierra del Fuego, Antártida e Islas del Atlántico Sur	Argentina
San Miguel de Tucuman	Tucumán	Argentina
Banda del Rio Sali	Tucumán	Argentina
Yerba Buena	Tucumán	Argentina
Concepcion	Tucumán	Argentina
Tafi Viejo	Tucumán	Argentina
Aguilares	Tucumán	Argentina
Monteros	Tucumán	Argentina
Famailla	Tucumán	Argentina
San Isidro de Lules	Tucumán	Argentina
Bella Vista	Tucumán	Argentina
Villa Nougues	Tucumán	Argentina
Trancas	Tucumán	Argentina
Ashtarak	Aragatsotn	Armenia
Masis	Ararat	Armenia
Artashat	Ararat	Armenia
Vedi	Ararat	Armenia
Ejmiatsin	Armavir	Armenia
Armavir	Armavir	Armenia
Metsamor	Armavir	Armenia
Sevan	Geghark’unik’	Armenia
Gavarr	Geghark’unik’	Armenia
Vardenis	Geghark’unik’	Armenia
Martuni	Geghark’unik’	Armenia
Vardenik	Geghark’unik’	Armenia
Nerk'in Getashen	Geghark’unik’	Armenia
Hrazdan	Kotayk’	Armenia
Abovyan	Kotayk’	Armenia
Charentsavan	Kotayk’	Armenia
Yeghvard	Kotayk’	Armenia
Byureghavan	Kotayk’	Armenia
Nor Hachn	Kotayk’	Armenia
Vanadzor	Lorri	Armenia
Stepanavan	Lorri	Armenia
Spitak	Lorri	Armenia
Alaverdi	Lorri	Armenia
Tashir	Lorri	Armenia
Gyumri	Shirak	Armenia
Artik	Shirak	Armenia
Artik	Shirak	Armenia
Kapan	Syunik’	Armenia
Goris	Syunik’	Armenia
Sisian	Syunik’	Armenia
Ijevan	Tavush	Armenia
Dilijan	Tavush	Armenia
Berd	Tavush	Armenia
Yeghegnadzor	Vayots’ Dzor	Armenia
Yerevan	Yerevan	Armenia
Oranjestad		Aruba
Tanki Leendert		Aruba
Canberra	Australian Capital Territory	Australia
Sydney	New South Wales	Australia
Central Coast	New South Wales	Australia
Wollongong	New South Wales	Australia
Newcastle	New South Wales	Australia
Wagga Wagga	New South Wales	Australia
Port Macquarie	New South Wales	Australia
Dubbo	New South Wales	Australia
Orange	New South Wales	Australia
Bathurst	New South Wales	Australia
Quakers Hill	New South Wales	Australia
Coffs Harbour	New South Wales	Australia
Goulburn	New South Wales	Australia
Armidale	New South Wales	Australia
Kurri Kurri	New South Wales	Australia
Griffith	New South Wales	Australia
Broken Hill	New South Wales	Australia
Taree	New South Wales	Australia
Banora Point	New South Wales	Australia
Ulladulla	New South Wales	Australia
Cessnock	New South Wales	Australia
Forster	New South Wales	Australia
Penrith	New South Wales	Australia
Goonellabah	New South Wales	Australia
Raymond Terrace	New South Wales	Australia
Campbelltown	New South Wales	Australia
Rutherford	New South Wales	Australia
Batemans Bay	New South Wales	Australia
Muswellbrook	New South Wales	Australia
Grafton	New South Wales	Australia
Bowral	New South Wales	Australia
Casino	New South Wales	Australia
Parkes	New South Wales	Australia
Mudgee	New South Wales	Australia
Inverell	New South Wales	Australia
Nowra	New South Wales	Australia
Flemington	New South Wales	Australia
Kelso	New South Wales	Australia
Ballina	New South Wales	Australia
Moss Vale	New South Wales	Australia
Gunnedah	New South Wales	Australia
Cowra	New South Wales	Australia
Tweed Heads	New South Wales	Australia
Katoomba	New South Wales	Australia
Young	New South Wales	Australia
Leeton	New South Wales	Australia
Narrabri	New South Wales	Australia
Moree	New South Wales	Australia
Kiama	New South Wales	Australia
Forbes	New South Wales	Australia
Cooma	New South Wales	Australia
Deniliquin	New South Wales	Australia
Queanbeyan	New South Wales	Australia
Tumut	New South Wales	Australia
Yamba	New South Wales	Australia
Byron Bay	New South Wales	Australia
Richmond	New South Wales	Australia
Scone	New South Wales	Australia
Singleton	New South Wales	Australia
Lithgow	New South Wales	Australia
Albury	New South Wales	Australia
Lismore	New South Wales	Australia
Merimbula	New South Wales	Australia
Maitland	New South Wales	Australia
Bourke	New South Wales	Australia
Wilcannia	New South Wales	Australia
Kempsey	New South Wales	Australia
Tamworth	New South Wales	Australia
Ivanhoe	New South Wales	Australia
Darwin	Northern Territory	Australia
Palmerston	Northern Territory	Australia
Alice Springs	Northern Territory	Australia
McMinns Lagoon	Northern Territory	Australia
Katherine	Northern Territory	Australia
Yulara	Northern Territory	Australia
Pine Creek	Northern Territory	Australia
Adelaide River	Northern Territory	Australia
Brisbane	Queensland	Australia
Gold Coast	Queensland	Australia
Ipswich	Queensland	Australia
Townsville	Queensland	Australia
Cairns	Queensland	Australia
Toowoomba	Queensland	Australia
Mackay	Queensland	Australia
Bundaberg	Queensland	Australia
Maroochydore	Queensland	Australia
Rockhampton	Queensland	Australia
Buderim	Queensland	Australia
Hervey Bay	Queensland	Australia
Caloundra	Queensland	Australia
Gladstone	Queensland	Australia
Southport	Queensland	Australia
Caboolture	Queensland	Australia
Coomera	Queensland	Australia
Narangba	Queensland	Australia
Nerang	Queensland	Australia
Ormeau	Queensland	Australia
Maryborough	Queensland	Australia
Rochedale	Queensland	Australia
Emerald	Queensland	Australia
Warwick	Queensland	Australia
Dalby	Queensland	Australia
Gracemere	Queensland	Australia
Nambour	Queensland	Australia
Corinda	Queensland	Australia
Gympie	Queensland	Australia
Kingaroy	Queensland	Australia
Currumbin	Queensland	Australia
Bowen	Queensland	Australia
Highfields	Queensland	Australia
Andergrove	Queensland	Australia
Coolum Beach	Queensland	Australia
Moranbah	Queensland	Australia
Redlynch	Queensland	Australia
Mareeba	Queensland	Australia
Ayr	Queensland	Australia
Bongaree	Queensland	Australia
Charters Towers	Queensland	Australia
Atherton	Queensland	Australia
Roma	Queensland	Australia
Yeppoon	Queensland	Australia
Biloela	Queensland	Australia
Goondiwindi	Queensland	Australia
Ingham	Queensland	Australia
Port Douglas	Queensland	Australia
Proserpine	Queensland	Australia
Weipa	Queensland	Australia
Longreach	Queensland	Australia
Charleville	Queensland	Australia
Cloncurry	Queensland	Australia
Barcaldine	Queensland	Australia
Innisfail	Queensland	Australia
Hughenden	Queensland	Australia
Winton	Queensland	Australia
Quilpie	Queensland	Australia
Karumba	Queensland	Australia
Richmond	Queensland	Australia
Theodore	Queensland	Australia
Eidsvold	Queensland	Australia
Burketown	Queensland	Australia
Georgetown	Queensland	Australia
Boulia	Queensland	Australia
Thargomindah	Queensland	Australia
Camooweal	Queensland	Australia
Bedourie	Queensland	Australia
Mount Isa	Queensland	Australia
Birdsville	Queensland	Australia
Windorah	Queensland	Australia
Adelaide	South Australia	Australia
Mount Gambier	South Australia	Australia
Whyalla	South Australia	Australia
Murray Bridge	South Australia	Australia
Port Lincoln	South Australia	Australia
Mount Barker	South Australia	Australia
Port Augusta	South Australia	Australia
Victor Harbor	South Australia	Australia
Berri	South Australia	Australia
Ceduna	South Australia	Australia
Wallaroo	South Australia	Australia
Clare	South Australia	Australia
